   1.0000018402934074E-002                    0   13.742503850672886     
   1.0000018402934074E-002                    1   13.742503850672886     
   1.0000018402934074E-002                    2   13.742503850672886     
   1.0000018402934074E-002                    3   13.742503850672886     
   1.0000018402934074E-002                    4   13.742503850672886     
   1.0000018402934074E-002                    5   13.742503850672886     
   1.0000018402934074E-002                    6   13.742503850672886     
   1.0000018402934074E-002                    7   13.742503850672886     
   1.0000018402934074E-002                    8   13.742503850672886     
   1.0000018402934074E-002                    9   13.742503850672886     
   1.0000018402934074E-002                   10   13.742503850672886     
   1.0000018402934074E-002                   11   13.742503850672886     
   1.0000018402934074E-002                   12   13.742503850672886     
   1.0000018402934074E-002                   13   13.742503850672886     
   1.0000018402934074E-002                   14   13.742503850672886     
   1.0000018402934074E-002                   15   13.742503850672886     
   1.0000018402934074E-002                   16   13.742503850672886     
   1.0000018402934074E-002                   17   13.742503850672886     
   1.0000018402934074E-002                   18   13.742503850672886     
   1.0000018402934074E-002                   19   13.742503850672886     
   1.0000018402934074E-002                   20   13.742503850672886     
   1.0000018402934074E-002                   21   13.742503850672886     
   1.0000018402934074E-002                   22   13.742503850672886     
   1.0000018402934074E-002                   23   13.742503850672886     
   1.0000018402934074E-002                   24   13.742503850672886     
